id,revenue,popularity,budget,original_title,genres,realease_year,realease_year_decimal
254,550000000,61.226009999999995,207000000,King Kong,Adventure,2005,2005.954918032787
597,1845034188,100.025899,200000000,Titanic,Drama,1997,1997.8825136612022
271110,1153304495,198.37239499999998,250000000,Captain America: Civil War,Adventure,2016,2016.3237704918033
44833,303025485,64.928382,209000000,Battleship,Thriller,2012,2012.2800546448088
135397,1513528810,418.708552,150000000,Jurassic World,Action,2015,2015.441256830601
37724,1108561013,93.004993,200000000,Skyfall,Action,2012,2012.818306010929
558,783766341,35.149586,200000000,Spider-Man 2,Action,2004,2004.4849726775958
68721,1215439994,77.68208,200000000,Iron Man 3,Action,2013,2013.299180327869
12155,1025491110,78.530105,200000000,Alice in Wonderland,Family,2010,2010.1748633879781
36668,459359555,3.857526,210000000,X-Men: The Last Stand,Adventure,2006,2006.398907103825
62211,743559607,89.186492,200000000,Monsters University,Animation,2013,2013.47131147541
8373,836297228,21.939663,150000000,Transformers: Revenge of the Fallen,Science Fiction,2009,2009.4685792349728
91314,1091405097,116.840296,210000000,Transformers: Age of Extinction,Science Fiction,2014,2014.4849726775958
68728,491868548,46.985445,200000000,Oz: The Great and Powerful,Fantasy,2013,2013.1857923497269
102382,705717432,89.270217,200000000,The Amazing Spider-Man 2,Action,2014,2014.2937158469945
20526,400062763,73.79505,170000000,TRON: Legacy,Adventure,2010,2010.9439890710382
49013,559852396,49.98659,200000000,Cars 2,Animation,2011,2011.4467213114756
44912,219851172,51.872839,200000000,Green Lantern,Adventure,2011,2011.4603825136612
10193,1066969703,59.99541800000001,200000000,Toy Story 3,Animation,2010,2010.4603825136612
534,371353001,71.862892,200000000,Terminator Salvation,Action,2009,2009.3879781420765
168259,1506249360,102.32221700000001,190000000,Furious 7,Action,2015,2015.2527322404371
72190,531865000,81.834855,200000000,World War Z,Action,2013,2013.47131147541
127585,747862775,118.07869099999999,250000000,X-Men: Days of Future Past,Action,2014,2014.3743169398906
54138,467365246,78.29101800000001,190000000,Star Trek Into Darkness,Action,2013,2013.3469945355191
81005,197687603,43.349855,195000000,Jack the Giant Slayer,Action,2013,2013.1571038251366
64682,351040419,61.196070999999996,105000000,The Great Gatsby,Drama,2013,2013.3606557377047
9543,335154643,62.169881000000004,150000000,Prince of Persia: The Sands of Time,Adventure,2010,2010.3852459016393
68726,407602906,56.523205000000004,180000000,Pacific Rim,Action,2013,2013.5300546448088
38356,1123746996,28.529607000000002,195000000,Transformers: Dark of the Moon,Action,2011,2011.4931693989072
217,786636033,75.674458,185000000,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,2008,2008.3907103825136
105864,331926147,51.692953,175000000,The Good Dinosaur,Adventure,2015,2015.8715846994535
62177,538983207,125.114374,185000000,Brave,Animation,2012,2012.474043715847
188927,343471816,65.352913,185000000,Star Trek Beyond,Action,2016,2016.51912568306
10681,521311860,66.390712,180000000,WALL·E,Animation,2008,2008.4767759562842
5174,258022233,22.57178,140000000,Rush Hour 3,Action,2007,2007.6051912568305
14161,769653595,45.274225,200000000,2012,Action,2009,2009.7773224043715
17979,325233863,39.744242,200000000,A Christmas Carol,Animation,2009,2009.844262295082
76757,183987723,85.36908000000001,176000003,Jupiter Ascending,Science Fiction,2015,2015.094262295082
258489,356743061,42.741719,180000000,The Legend of Tarzan,Action,2016,2016.4959016393443
411,748806957,67.391328,180000000,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,2005,2005.9357923497269
246655,543934787,139.272042,178000000,X-Men: Apocalypse,Science Fiction,2016,2016.3825136612022
155,1004558444,187.322927,185000000,The Dark Knight,Drama,2008,2008.5437158469945
14160,735099082,92.201962,175000000,Up,Animation,2009,2009.3688524590164
15512,381509870,36.167578000000006,175000000,Monsters vs Aliens,Animation,2009,2009.2185792349728
1726,585174222,120.725053,140000000,Iron Man,Action,2008,2008.3319672131147
44826,185770160,32.319043,170000000,Hugo,Adventure,2011,2011.8934426229507
8487,222104681,40.748915000000004,170000000,Wild Wild West,Action,1999,1999.4959016393443
1735,401128639,60.034162,145000000,The Mummy: Tomb of the Dragon Emperor,Adventure,2008,2008.5027322404371
297761,745000000,90.23791999999999,175000000,Suicide Squad,Action,2016,2016.5887978142075
2698,173000000,27.082182,175000000,Evan Almighty,Fantasy,2007,2007.441256830601
137113,370541256,79.456485,178000000,Edge of Tomorrow,Action,2014,2014.4071038251366
9804,264218220,44.640291999999995,175000000,Waterworld,Adventure,1995,1995.5765027322404
14869,302469017,32.852443,175000000,G.I. Joe: The Rise of Cobra,Adventure,2009,2009.594262295082
150540,857611174,128.65596399999998,175000000,Inside Out,Drama,2015,2015.441256830601
278927,966550600,94.19931600000001,175000000,The Jungle Book,Family,2016,2016.26912568306
10138,623933331,77.30019399999999,200000000,Iron Man 2,Adventure,2010,2010.3265027322404
58595,396600000,77.178973,170000000,Snow White and the Huntsman,Adventure,2012,2012.415300546448
102651,758539785,110.62064699999999,180000000,Maleficent,Fantasy,2014,2014.4098360655737
119450,710644566,243.79174300000003,170000000,Dawn of the Planet of the Apes,Science Fiction,2014,2014.487704918033
64686,150962475,41.796339,175000000,47 Ronin,Drama,2013,2013.9330601092897
100402,714766572,72.22526500000001,170000000,Captain America: The Winter Soldier,Action,2014,2014.22131147541
10192,752600867,44.041185999999996,165000000,Shrek Forever After,Comedy,2010,2010.3770491803277
158852,209154322,130.311355,190000000,Tomorrowland,Adventure,2015,2015.3852459016393
177572,652105443,203.73459,165000000,Big Hero 6,Adventure,2014,2014.8155737704917
82690,471222889,62.341073,165000000,Wreck-It Ralph,Family,2012,2012.8360655737704
5255,305875730,47.323228,165000000,The Polar Express,Adventure,2004,2004.8606557377047
47933,389681935,48.775723,165000000,Independence Day: Resurgence,Action,2016,2016.4767759562842
10191,494878759,67.263269,165000000,How to Train Your Dragon,Fantasy,2010,2010.1803278688526
296,435000000,69.405188,200000000,Terminator 3: Rise of the Machines,Action,2003,2003.5054644808743
118340,773328629,481.09862400000003,170000000,Guardians of the Galaxy,Action,2014,2014.5819672131147
157336,675120017,724.247784,165000000,Interstellar,Adventure,2014,2014.8469945355191
27205,825532764,167.58371,160000000,Inception,Action,2010,2010.5382513661202
315011,77000000,9.476999000000001,15000000,シン・ゴジラ,Action,2016,2016.5792349726776
49051,1021103568,108.849621,250000000,The Hobbit: An Unexpected Journey,Adventure,2012,2012.9043715846994
9799,207283925,6.909942,38000000,The Fast and the Furious,Action,2001,2001.4767759562842
4922,333932083,60.269279000000004,150000000,The Curious Case of Benjamin Button,Fantasy,2008,2008.898907103825
49538,353624124,3.195174,160000000,X-Men: First Class,Action,2011,2011.398907103825
131634,653428261,127.28442700000001,160000000,The Hunger Games: Mockingjay - Part 2,Action,2015,2015.8825136612022
27022,215283742,35.580815,150000000,The Sorcerer's Apprentice,Fantasy,2010,2010.535519125683
503,181674817,21.133748,160000000,Poseidon,Adventure,2006,2006.3661202185792
241259,299370084,56.268916000000004,170000000,Alice Through the Looking Glass,Fantasy,2016,2016.4016393442623
810,798958165,42.986467,160000000,Shrek the Third,Fantasy,2007,2007.3797814207649
68735,433677183,63.148529,160000000,Warcraft,Action,2016,2016.4016393442623
87101,440603537,202.04263500000002,155000000,Terminator Genisys,Science Fiction,2015,2015.4795081967213
10140,415686217,49.661984000000004,155000000,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,2010,2010.6188524590164
676,449220945,34.20669,140000000,Pearl Harbor,History,2001,2001.3907103825136
1858,709709780,25.468493,150000000,Transformers,Adventure,2007,2007.49043715847
1966,167298192,39.019228999999996,155000000,Alexander,War,2004,2004.8907103825136
675,938212738,78.14439499999999,150000000,Harry Potter and the Order of the Phoenix,Adventure,2007,2007.4931693989072
674,895921036,101.250416,150000000,Harry Potter and the Goblet of Fire,Adventure,2005,2005.8469945355191
8960,624029371,56.758410999999995,150000000,Hancock,Fantasy,2008,2008.5027322404371
6479,585349010,70.867401,150000000,I Am Legend,Drama,2007,2007.954918032787
118,474968763,53.905592000000006,150000000,Charlie and the Chocolate Factory,Adventure,2005,2005.535519125683
2062,623722818,65.677399,150000000,Ratatouille,Animation,2007,2007.4767759562842
272,374218673,115.040024,150000000,Batman Begins,Action,2005,2005.4439890710382
10527,603900354,44.141021,150000000,Madagascar: Escape 2 Africa,Family,2008,2008.8319672131147
18360,413106170,81.781591,150000000,Night at the Museum: Battle of the Smithsonian,Adventure,2009,2009.3879781420765
2080,373062864,5.954333999999999,150000000,X-Men Origins: Wolverine,Adventure,2009,2009.3265027322404
605,424988211,73.313918,150000000,The Matrix Revolutions,Adventure,2003,2003.8469945355191
109445,1274219009,165.12536599999999,150000000,Frozen,Animation,2013,2013.9071038251366
604,738599701,70.78591,150000000,The Matrix Reloaded,Adventure,2003,2003.3743169398906
76338,644571402,99.499595,170000000,Thor: The Dark World,Action,2013,2013.8292349726776
76341,378858340,434.27856399999996,150000000,Mad Max: Fury Road,Action,2015,2015.3688524590164
13448,356613439,67.447636,150000000,Angels & Demons,Thriller,2009,2009.3688524590164
10195,449326618,86.493424,150000000,Thor,Adventure,2011,2011.3073770491803
13053,309979994,41.845878000000006,150000000,Bolt,Animation,2008,2008.8907103825136
19585,292817841,26.710397999999998,150000000,G-Force,Fantasy,2009,2009.5573770491803
57165,301000000,44.927634999999995,150000000,Wrath of the Titans,Adventure,2012,2012.24043715847
62213,245527149,50.306728,150000000,Dark Shadows,Comedy,2012,2012.3551912568305
177677,682330139,114.52223700000002,150000000,Mission: Impossible - Rogue Nation,Action,2015,2015.5628415300546
5559,287594577,29.332905,150000000,Bee Movie,Family,2007,2007.8265027322404
49444,665692281,51.247321,150000000,Kung Fu Panda 2,Animation,2011,2011.4016393442623
10196,318502923,33.769335999999996,150000000,The Last Airbender,Action,2010,2010.4986338797814
956,397850012,63.079003,150000000,Mission: Impossible III,Adventure,2006,2006.3415300546446
117251,205366737,39.004588,150000000,White House Down,Action,2013,2013.49043715847
50321,38992758,12.362599000000001,150000000,Mars Needs Moms,Adventure,2011,2011.191256830601
11619,64459316,22.550135,149000000,Flushed Away,Adventure,2006,2006.8101092896175
266647,128388320,48.03528,150000000,Pan,Adventure,2015,2015.7322404371585
82703,272912430,38.73494,145000000,Mr. Peabody & Sherman,Animation,2014,2014.1024590163934
652,497409852,66.803149,175000000,Troy,Adventure,2004,2004.3688524590164
80321,746921274,44.989191999999996,145000000,Madagascar 3: Europe's Most Wanted,Animation,2012,2012.4330601092897
36669,431971116,54.159392000000004,140000000,Die Another Day,Adventure,2002,2002.8797814207649
43074,229147509,66.21806,144000000,Ghostbusters,Action,2016,2016.5382513661202
95,553799566,58.485967,140000000,Armageddon,Action,1998,1998.5027322404371
608,441818803,91.332849,140000000,Men in Black II,Action,2002,2002.5081967213114
2310,195735876,35.601665000000004,70000000,Beowulf,Adventure,2007,2007.8469945355191
140300,521170825,56.747978,145000000,Kung Fu Panda 3,Action,2016,2016.0628415300546
56292,694713380,77.77476999999999,145000000,Mission: Impossible - Ghost Protocol,Action,2011,2011.9357923497269
81188,306941670,61.788035,145000000,Rise of the Guardians,Fantasy,2012,2012.8907103825136
7552,202026112,25.159167999999998,100000000,Fun with Dick and Jane,Comedy,2005,2005.974043715847
616,456758981,52.341226,140000000,The Last Samurai,Drama,2003,2003.9303278688526
147441,268031828,101.599427,140000000,Exodus: Gods and Kings,Adventure,2014,2014.9248633879781
13475,385680446,73.61680799999999,150000000,Star Trek,Science Fiction,2009,2009.3497267759562
557,821708551,82.502566,139000000,Spider-Man,Fantasy,2002,2002.3360655737704
82702,609123048,100.21391,145000000,How to Train Your Dragon 2,Fantasy,2014,2014.4494535519127
205584,150680864,56.257249,140000000,Gods of Egypt,Fantasy,2016,2016.1516393442623
10048,76932943,17.88953,135000000,Stealth,Action,2005,2005.5765027322404
13183,185258983,64.798873,130000000,Watchmen,Action,2009,2009.1803278688526
944,285444603,24.855701,140000000,Lethal Weapon 4,Action,1998,1998.5273224043715
1927,245360480,34.981698,137000000,Hulk,Drama,2003,2003.4685792349728
72559,371876278,59.325589,130000000,G.I. Joe: Retaliation,Adventure,2013,2013.237704918033
7364,119269486,21.605567999999998,130000000,Sahara,Action,2005,2005.266393442623
2114,85131830,26.074907999999997,137000000,Final Fantasy: The Spirits Within,Adventure,2001,2001.5054644808743
1771,370569774,74.50624599999999,140000000,Captain America: The First Avenger,Action,2011,2011.5601092896175
36643,361832400,39.604363,135000000,The World Is Not Enough,Adventure,1999,1999.8551912568305
8619,212011111,36.973031,150000000,Master and Commander: The Far Side of the World,Adventure,2003,2003.8715846994535
50620,829000000,99.687084,120000000,The Twilight Saga: Breaking Dawn - Part 2,Adventure,2012,2012.8688524590164
65759,150406466,17.7735,130000000,Happy Feet Two,Animation,2011,2011.8797814207649
1724,163712074,62.898336,150000000,The Incredible Hulk,Science Fiction,2008,2008.4494535519127
267935,183345589,44.19092,140000000,The BFG,Adventure,2016,2016.4193989071039
281957,532950503,100.635882,135000000,The Revenant,Western,2015,2015.9849726775958
77950,282570682,44.765377,135000000,Turbo,Animation,2013,2013.5300546448088
44896,245724603,29.913529999999998,135000000,Rango,Animation,2011,2011.172131147541
270946,373552094,84.366984,132000000,Penguins of Madagascar,Family,2014,2014.8934426229507
2503,442824138,45.381501,70000000,The Bourne Ultimatum,Action,2007,2007.5915300546446
9502,631744560,84.68964799999999,130000000,Kung Fu Panda,Adventure,2008,2008.4275956284155
102899,519311965,120.09361000000001,130000000,Ant-Man,Science Fiction,2015,2015.5382513661202
101299,847423452,76.310119,130000000,The Hunger Games: Catching Fire,Adventure,2013,2013.8743169398906
228161,368871007,63.473086,135000000,Home,Fantasy,2015,2015.2158469945357
74,591739379,48.572726,132000000,War of the Worlds,Adventure,2005,2005.4931693989072
8961,273339556,38.068736,130000000,Bad Boys II,Adventure,2003,2003.549180327869
417859,554987477,20.678787,130000000,Puss in Boots,Action,2011,2011.8265027322404
27576,293329073,48.829437,110000000,Salt,Action,2010,2010.5573770491803
86834,362637473,46.115758,125000000,Noah,Drama,2014,2014.22131147541
17578,371940071,89.938296,130000000,The Adventures of Tintin,Adventure,2011,2011.818306010929
673,789804554,79.679601,130000000,Harry Potter and the Prisoner of Azkaban,Adventure,2004,2004.418032786885
6972,49554002,28.840996999999998,130000000,Australia,Drama,2008,2008.8825136612022
82700,243843127,42.840582,130000000,After Earth,Science Fiction,2013,2013.415300546448
10567,354248063,26.548594,127500000,Dinosaur,Animation,2000,2000.3852459016393
181533,349424282,115.597753,127000000,Night at the Museum: Secret of the Tomb,Adventure,2014,2014.9631147540983
38055,321887208,68.757242,130000000,Megamind,Animation,2010,2010.8265027322404
671,976475550,109.984351,125000000,Harry Potter and the Philosopher's Stone,Adventure,2001,2001.8770491803277
49524,61648500,39.448066,130000000,R.I.P.D.,Fantasy,2013,2013.549180327869
22,655011224,271.972889,140000000,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,2003,2003.5245901639344
131631,752100229,206.227151,125000000,The Hunger Games: Mockingjay - Part 1,Science Fiction,2014,2014.8825136612022
591,767820459,45.313196999999995,125000000,The Da Vinci Code,Thriller,2006,2006.3797814207649
172385,500188435,42.400240000000004,103000000,Rio 2,Animation,2014,2014.2185792349728
36658,407711549,2.871739,110000000,X2,Adventure,2003,2003.3155737704917
51497,626137675,7.255717999999999,125000000,Fast Five,Action,2011,2011.3046448087432
58574,334615000,81.49962099999999,125000000,Sherlock Holmes: A Game of Shadows,Adventure,2011,2011.8934426229507
18823,232713139,47.686442,125000000,Clash of the Titans,Adventure,2010,2010.2527322404371
861,261317921,43.129703000000006,65000000,Total Recall,Action,1990,1990.4193989071039
1911,61698899,27.220157,160000000,The 13th Warrior,Adventure,1999,1999.6571038251366
49040,276572938,90.33681,130000000,The Bourne Legacy,Action,2012,2012.6051912568305
415,238207122,50.073575,125000000,Batman & Robin,Action,1997,1997.47131147541
8871,345141403,45.419668,123000000,How the Grinch Stole Christmas,Family,2000,2000.8797814207649
435,544272402,41.380094,125000000,The Day After Tomorrow,Action,2004,2004.4043715846994
955,546388105,54.931334,125000000,Mission: Impossible II,Adventure,2000,2000.398907103825
2133,325756637,25.752118,120000000,The Perfect Storm,Drama,2000,2000.207650273224
1979,289047763,60.810722999999996,130000000,4: Rise of the Silver Surfer,Adventure,2007,2007.4521857923498
87827,609016565,51.328145,120000000,Life of Pi,Adventure,2012,2012.8879781420765
1250,228738393,46.834703999999995,110000000,Ghost Rider,Thriller,2007,2007.1270491803277
324668,415484914,62.641286,120000000,Jason Bourne,Action,2016,2016.5737704918033
9471,259175788,33.616115,120000000,Charlie's Angels: Full Throttle,Action,2003,2003.49043715847
70981,403170142,68.889395,130000000,Prometheus,Science Fiction,2012,2012.415300546448
10996,169956806,27.990284000000003,120000000,Stuart Little 2,Family,2002,2002.551912568306
68724,286140700,67.33766999999999,115000000,Elysium,Science Fiction,2013,2013.6024590163934
2789,115772733,27.835435999999998,105000000,The Chronicles of Riddick,Action,2004,2004.4467213114756
97020,242688965,66.757869,120000000,RoboCop,Action,2014,2014.0819672131147
7459,93945766,17.060695000000003,120000000,Speed Racer,Action,2008,2008.3579234972676
42888,48668907,11.137655,120000000,How Do You Know,Comedy,2010,2010.9631147540983
37834,261930431,44.906918,117000000,Knight and Day,Action,2010,2010.457650273224
75612,286168572,67.698004,120000000,Oblivion,Action,2013,2013.2773224043715
1895,850000000,44.108427,113000000,Star Wars: Episode III - Revenge of the Sith,Science Fiction,2005,2005.3797814207649
1894,649398328,43.987061,120000000,Star Wars: Episode II - Attack of the Clones,Adventure,2002,2002.3743169398906
585,562816256,106.815545,115000000,"Monsters, Inc.",Animation,2001,2001.8360655737704
76170,415440673,15.953444000000001,120000000,The Wolverine,Action,2013,2013.5628415300546
1893,924317558,54.035265,115000000,Star Wars: Episode I - The Phantom Menace,Adventure,1999,1999.3852459016393
49519,585178928,64.18332099999999,135000000,The Croods,Adventure,2013,2013.22131147541
2395,132900000,20.344364000000002,97250400,Astérix aux Jeux Olympiques,Fantasy,2008,2008.035519125683
12100,77628265,18.714197,115000000,Windtalkers,Drama,2002,2002.454918032787
290595,164602163,60.467983999999994,115000000,The Huntsman: Winter's War,Action,2016,2016.266393442623
98566,477200000,143.350376,125000000,Teenage Mutant Ninja Turtles,Science Fiction,2014,2014.6024590163934
49047,716392705,110.153618,105000000,Gravity,Science Fiction,2013,2013.74043715847
9619,178127760,16.90444,116000000,Dante's Peak,Action,1997,1997.1024590163934
308531,245623848,39.873791,135000000,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,2016,2016.4193989071039
166424,167977596,38.126095,120000000,Fantastic Four,Action,2015,2015.5969945355191
1593,574480841,48.780039,110000000,Night at the Museum,Action,2006,2006.8046448087432
254128,470490832,100.412364,110000000,San Andreas,Action,2015,2015.4071038251366
714,333011068,42.887121,110000000,Tomorrow Never Dies,Adventure,1997,1997.9467213114756
2024,215294342,23.657284,110000000,The Patriot,Drama,2000,2000.4931693989072
163,362744280,76.840712,110000000,Ocean's Twelve,Thriller,2004,2004.941256830601
787,478207520,44.635452,110000000,Mr. & Mrs. Smith,Action,2005,2005.4357923497269
262500,295238201,103.71838699999999,110000000,Insurgent,Adventure,2015,2015.2158469945357
2567,102000000,45.616098,116000000,The Aviator,Drama,2004,2004.9631147540983
38745,237382724,22.845143,112000000,Gulliver's Travels,Comedy,2010,2010.9849726775958
40805,227817248,31.703608000000003,120000000,The Green Hornet,Action,2011,2011.032786885246
53182,337580051,71.51059599999999,110000000,300: Rise of an Empire,Action,2014,2014.1803278688526
41513,563749323,36.65422,110000000,The Smurfs,Animation,2011,2011.5792349726776
13700,103951461,19.625972,110000000,Home on the Range,Animation,2004,2004.2554644808743
262504,179246868,86.105615,110000000,Allegiant,Adventure,2016,2016.191256830601
39254,299268508,37.195046000000005,110000000,Real Steel,Action,2011,2011.7431693989072
77931,347434178,32.473628000000005,105000000,The Smurfs 2,Fantasy,2013,2013.5819672131147
1639,164508066,23.336875,160000000,Speed 2: Cruise Control,Action,1997,1997.4521857923498
80274,125537191,45.94834,110000000,Ender's Game,Science Fiction,2013,2013.8128415300546
1571,383531464,48.933370000000004,110000000,Live Free or Die Hard,Action,2007,2007.47131147541
120,871368364,138.049577,93000000,The Lord of the Rings: The Fellowship of the Ring,Adventure,2001,2001.9658469945357
10204,72178895,22.643776000000003,110000000,Around the World in 80 Days,Action,2004,2004.4603825136612
8489,87713825,18.866672,107000000,Ali,Drama,2001,2001.9467213114756
2048,347234916,95.914473,120000000,"I, Robot",Action,2004,2004.5409836065573
1495,211643158,44.490453,130000000,Kingdom of Heaven,Drama,2005,2005.3415300546446
10137,300135367,30.475296999999998,133000000,Stuart Little,Animation,1999,1999.9631147540983
10198,267045765,62.479574,105000000,The Princess and the Frog,Romance,2009,2009.938524590164
286217,630161890,167.93287,108000000,The Martian,Drama,2015,2015.7486338797814
1635,162949164,37.68056,126000000,The Island,Action,2005,2005.5546448087432
24113,10372291,1.004579,90000000,Town & Country,Comedy,2001,2001.3237704918033
9679,237202299,52.995628,90000000,Gone in Sixty Seconds,Action,2000,2000.441256830601
98,457640427,95.301296,103000000,Gladiator,Action,2000,2000.3360655737704
180,358372926,65.948959,102000000,Minority Report,Action,2002,2002.47131147541
672,876688482,132.397737,100000000,Harry Potter and the Chamber of Secrets,Adventure,2002,2002.8688524590164
36557,599045960,88.935165,150000000,Casino Royale,Adventure,2006,2006.8715846994535
869,362211740,51.188633,100000000,Planet of the Apes,Thriller,2001,2001.568306010929
280,520000000,101.74155,100000000,Terminator 2: Judgment Day,Action,1991,1991.5027322404371
11322,214104620,33.691694,80000000,Public Enemies,History,2009,2009.5027322404371
4982,266465037,42.361215,100000000,American Gangster,Drama,2007,2007.8387978142075
36955,378882411,38.729418,115000000,True Lies,Action,1994,1994.5382513661202
18487,150166126,40.597856,100000000,The Taking of Pelham 1 2 3,Thriller,2009,2009.4467213114756
39451,310650585,32.389353,100000000,Little Fockers,Comedy,2010,2010.974043715847
27581,170432927,24.399642,100000000,The Other Guys,Action,2010,2010.5997267759562
9268,242295562,24.507987,100000000,Eraser,Action,1996,1996.474043715847
68718,425368238,82.121691,100000000,Django Unchained,Drama,2012,2012.9849726775958
10545,100138851,46.727940999999994,100000000,The Hunchback of Notre Dame,Drama,1996,1996.474043715847
11688,169327687,51.113717,100000000,The Emperor's New Groove,Adventure,2000,2000.941256830601
76163,312573423,53.73289200000001,100000000,The Expendables 2,Action,2012,2012.6051912568305
2059,347451894,58.849256000000004,100000000,National Treasure,Adventure,2004,2004.8852459016393
2486,249288105,30.863434,100000000,Eragon,Fantasy,2006,2006.954918032787
16523,100086793,31.586215000000003,100000000,Where the Wild Things Are,Family,2009,2009.7937158469945
116711,268426634,36.711378,100000000,Epic,Animation,2013,2013.3743169398906
37710,278731369,41.426678,100000000,The Tourist,Action,2010,2010.938524590164
9946,211989043,20.652943,100000000,End of Days,Action,1999,1999.898907103825
1372,170877916,52.792678,100000000,Blood Diamond,Drama,2006,2006.9357923497269
106646,392000694,95.00793399999999,100000000,The Wolf of Wall Street,Crime,2013,2013.9849726775958
414,336529144,48.205606,100000000,Batman Forever,Action,1995,1995.418032786885
563,121214377,58.782359,105000000,Starship Troopers,Adventure,1997,1997.8497267759562
83542,130482868,73.872343,102000000,Cloud Atlas,Drama,2012,2012.8210382513662
41216,140073390,37.321847999999996,80000000,Legend of the Guardians: The Owls of Ga'Hoole,Animation,2010,2010.5273224043715
314,82102379,32.271938,100000000,Catwoman,Action,2004,2004.5601092896175
184315,243400000,76.842247,100000000,Hercules,Action,2014,2014.5628415300546
9016,109578115,38.924136,140000000,Treasure Planet,Adventure,2002,2002.9043715846994
18162,68688831,19.38841,100000000,Land of the Lost,Adventure,2009,2009.4303278688526
138103,206172544,61.025639,90000000,The Expendables 3,Action,2014,2014.594262295082
257088,133718711,33.507289,105000000,Point Break,Action,2015,2015.9248633879781
205775,93820758,50.767332,100000000,In the Heart of the Sea,Thriller,2015,2015.8879781420765
11692,7103973,12.092241,100000000,The Adventures of Pluto Nash,Action,2002,2002.6243169398906
22972,94882889,30.254021,100000000,Green Zone,War,2010,2010.1967213114756
227973,246233113,34.308098,99000000,The Peanuts Movie,Animation,2015,2015.8469945355191
29193,13835130,3.091077,10000000,The Spanish Prisoner,Crime,1997,1997.688524590164
1734,433013274,41.862983,98000000,The Mummy Returns,Adventure,2001,2001.3265027322404
3131,193772504,46.160047999999996,100000000,Gangs of New York,Drama,2002,2002.954918032787
76758,95311434,12.516546,94000000,金陵十三釵,Drama,2011,2011.957650273224
9408,149044513,23.230851,85000000,Surf's Up,Animation,2007,2007.438524590164
9890,102000000,19.224754,90000000,The Stepford Wives,Action,2004,2004.4439890710382
855,172989651,44.455166,92000000,Black Hawk Down,Action,2001,2001.9931693989072
18,263920180,109.528572,90000000,The Fifth Element,Adventure,1997,1997.3524590163934
37786,288347692,18.325897,100000000,Sex and the City 2,Comedy,2010,2010.4043715846994
10501,76432727,37.054553999999996,95000000,The Road to El Dorado,Adventure,2000,2000.2513661202186
57800,877244782,65.22986800000001,95000000,Ice Age: Continental Drift,Animation,2012,2012.487704918033
150689,543514353,101.18705200000001,95000000,Cinderella,Romance,2015,2015.1994535519127
7980,93525586,29.257137,65000000,The Lovely Bones,Fantasy,2009,2009.987704918033
12,940335536,85.688789,94000000,Finding Nemo,Animation,2003,2003.415300546448
122,1118888979,123.63033200000001,94000000,The Lord of the Rings: The Return of the King,Adventure,2003,2003.9193989071039
121,926287400,106.914973,79000000,The Lord of the Rings: The Two Towers,Adventure,2002,2002.9658469945357
